,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Geography,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
537,47500.0,"Tuscumbia city, Alabama",54147.0
538,27500.0,"Tuskegee city, Alabama",39186.0
539,41042.0,"Twin town, Alabama",48321.0
540,45490.0,"Underwood-Petersville CDP, Alabama",51820.0
541,28393.0,"Union town, Alabama",37528.0
542,50417.0,"Union Grove town, Alabama",64623.0
543,26421.0,"Union Springs city, Alabama",39800.0
544,17949.0,"Uniontown town, Alabama",33546.0
545,23289.0,"Uriah CDP, Alabama",27522.0
546,39387.0,"Valley city, Alabama",54012.0
547,51500.0,"Valley Grande city, Alabama",69184.0
548,27188.0,"Valley Head town, Alabama",34068.0
549,66111.0,"Vance town, Alabama",72585.0
550,45250.0,"Vandiver CDP, Alabama",75091.0
551,25759.0,"Vernon city, Alabama",38893.0
552,93178.0,"Vestavia Hills city, Alabama",130483.0
553,33125.0,"Vina town, Alabama",42980.0
554,37365.0,"Vincent town, Alabama",53423.0
555,76969.0,"Vinegar Bend CDP, Alabama",68870.0
556,,"Vredenburgh town, Alabama",19718.0
557,25673.0,"Wadley town, Alabama",42748.0
558,32188.0,"Waldo town, Alabama",40341.0
559,42500.0,"Walnut Grove town, Alabama",52427.0
560,46486.0,"Warrior city, Alabama",51804.0
561,36250.0,"Waterloo town, Alabama",41509.0
562,56250.0,"Waverly town, Alabama",83009.0
563,47778.0,"Weaver city, Alabama",54111.0
564,35801.0,"Webb town, Alabama",47063.0
565,27667.0,"Wedowee town, Alabama",49057.0
566,51471.0,"Weogufka CDP, Alabama",46355.0
567,29196.0,"West Blocton town, Alabama",38193.0
568,36116.0,"West End-Cobb Town CDP, Alabama",49229.0
569,55000.0,"West Jefferson town, Alabama",57996.0
570,65294.0,"Westover town, Alabama",73826.0
571,52647.0,"West Point town, Alabama",65534.0
572,43750.0,"Wetumpka city, Alabama",56870.0
573,,"Whatley CDP, Alabama",
574,18913.0,"White Hall town, Alabama",30552.0
575,63286.0,"White Plains CDP, Alabama",75245.0
576,45313.0,"Whitesboro CDP, Alabama",56631.0
577,46964.0,"Wilsonville town, Alabama",62685.0
578,39625.0,"Wilton town, Alabama",52551.0
579,36691.0,"Winfield city, Alabama",61223.0
580,40625.0,"Woodland town, Alabama",51329.0
581,65500.0,"Woodstock town, Alabama",85297.0
582,33611.0,"Woodville town, Alabama",50732.0
583,17000.0,"Yellow Bluff town, Alabama",31266.0
584,18787.0,"York city, Alabama",30177.0
585,75000.0,"Adak city, Alaska",72783.0
586,25000.0,"Akhiok city, Alaska",30175.0
587,32917.0,"Akiachak CDP, Alaska",48834.0
588,41563.0,"Akiak city, Alaska",44104.0
589,24464.0,"Akutan city, Alaska",40067.0
590,32000.0,"Alakanuk city, Alaska",41560.0
591,,"Alatna CDP, Alaska",
592,,"Alcan Border CDP, Alaska",
593,40833.0,"Aleknagik city, Alaska",63662.0
594,,"Aleneva CDP, Alaska",
595,27344.0,"Allakaket city, Alaska",38160.0
596,41429.0,"Ambler city, Alaska",58343.0
597,54375.0,"Anaktuvuk Pass city, Alaska",65933.0
598,80862.0,"Anchorage municipality, Alaska",102500.0
599,54855.0,"Anchor Point CDP, Alaska",69109.0
600,90000.0,"Anderson city, Alaska",96709.0
601,27250.0,"Angoon city, Alaska",47497.0
602,59464.0,"Aniak city, Alaska",66658.0
603,21875.0,"Anvik city, Alaska",39928.0
604,25000.0,"Arctic Village CDP, Alaska",35302.0
605,57500.0,"Atka city, Alaska",72228.0
606,,"Atmautluak CDP, Alaska",48162.0
607,57500.0,"Atqasuk city, Alaska",80202.0
608,,"Attu Station CDP, Alaska",
609,77384.0,"Badger CDP, Alaska",89100.0
610,78804.0,"Barrow city, Alaska",95411.0
611,82788.0,"Bear Creek CDP, Alaska",86028.0
612,24000.0,"Beaver CDP, Alaska",29923.0
613,,"Beluga CDP, Alaska",16660.0
614,77631.0,"Bethel city, Alaska",91307.0
615,68125.0,"Bettles city, Alaska",51120.0
616,80250.0,"Big Delta CDP, Alaska",83294.0
617,68875.0,"Big Lake CDP, Alaska",80952.0
618,,"Birch Creek CDP, Alaska",
619,33958.0,"Brevig Mission city, Alaska",37997.0
620,44750.0,"Buckland city, Alaska",60139.0
621,67321.0,"Buffalo Soapstone CDP, Alaska",80699.0
622,77750.0,"Butte CDP, Alaska",90509.0
623,55313.0,"Cantwell CDP, Alaska",67957.0
624,21250.0,"Central CDP, Alaska",49871.0
625,32500.0,"Chalkyitsik CDP, Alaska",39353.0
626,,"Chase CDP, Alaska",
627,53333.0,"Chefornak city, Alaska",58768.0
628,92405.0,"Chena Ridge CDP, Alaska",116896.0
629,13333.0,"Chenega CDP, Alaska",29711.0
630,41417.0,"Chevak city, Alaska",48628.0
631,41406.0,"Chickaloon CDP, Alaska",63586.0
632,,"Chicken CDP, Alaska",
633,46250.0,"Chignik city, Alaska",54629.0
634,81250.0,"Chignik Lagoon CDP, Alaska",93200.0
635,36750.0,"Chignik Lake CDP, Alaska",48787.0
636,,"Chiniak CDP, Alaska",
637,,"Chisana CDP, Alaska",
638,,"Chistochina CDP, Alaska",70150.0
639,,"Chitina CDP, Alaska",37228.0
640,35417.0,"Chuathbaluk city, Alaska",32321.0
641,16667.0,"Circle CDP, Alaska",39945.0
642,39769.0,"Clam Gulch CDP, Alaska",67527.0
643,21875.0,"Clark's Point city, Alaska",25100.0
644,52083.0,"Coffman Cove city, Alaska",52131.0
645,63929.0,"Cohoe CDP, Alaska",71767.0
646,70000.0,"Cold Bay city, Alaska",77616.0
647,,"Coldfoot CDP, Alaska",
648,86796.0,"College CDP, Alaska",97198.0
649,66167.0,"Cooper Landing CDP, Alaska",81211.0
650,43125.0,"Copper Center CDP, Alaska",55408.0
651,107771.0,"Cordova city, Alaska",115394.0
652,34049.0,"Covenant Life CDP, Alaska",34467.0
653,62500.0,"Craig city, Alaska",74505.0
654,,"Crooked Creek CDP, Alaska",50700.0
655,55714.0,"Crown Point CDP, Alaska",48369.0
656,43750.0,"Deering city, Alaska",48030.0
657,76667.0,"Delta Junction city, Alaska",85373.0
658,75250.0,"Deltana CDP, Alaska",78714.0
659,67292.0,"Denali Park CDP, Alaska",90809.0
660,78553.0,"Diamond Ridge CDP, Alaska",92722.0
661,71146.0,"Dillingham city, Alaska",83956.0
662,18333.0,"Diomede city, Alaska",26932.0
663,,"Dot Lake CDP, Alaska",
664,30000.0,"Dot Lake Village CDP, Alaska",33950.0
665,40781.0,"Dry Creek CDP, Alaska",42230.0
666,,"Eagle city, Alaska",40925.0
667,48750.0,"Eagle Village CDP, Alaska",44475.0
668,,"Edna Bay city, Alaska",
669,43750.0,"Eek city, Alaska",49550.0
670,,"Egegik city, Alaska",47968.0
671,57054.0,"Eielson AFB CDP, Alaska",72021.0
672,32500.0,"Ekwok city, Alaska",43111.0
673,112500.0,"Elfin Cove CDP, Alaska",89880.0
674,36875.0,"Elim city, Alaska",46911.0
675,43594.0,"Emmonak city, Alaska",57324.0
676,69076.0,"Ester CDP, Alaska",89300.0
677,,"Eureka Roadhouse CDP, Alaska",
678,26250.0,"Evansville CDP, Alaska",30188.0
679,,"Excursion Inlet CDP, Alaska",
680,56306.0,"Fairbanks city, Alaska",72965.0
681,51563.0,"False Pass city, Alaska",76997.0
682,100518.0,"Farmers Loop CDP, Alaska",130805.0
683,88125.0,"Farm Loop CDP, Alaska",93161.0
684,,"Ferry CDP, Alaska",
685,95030.0,"Fishhook CDP, Alaska",104145.0
686,,"Flat CDP, Alaska",
687,,"Fort Greely CDP, Alaska",77082.0
688,39286.0,"Fort Yukon city, Alaska",52969.0
689,,"Four Mile Road CDP, Alaska",
690,,"Fox CDP, Alaska",107401.0
691,51250.0,"Fox River CDP, Alaska",78026.0
692,67969.0,"Fritz Creek CDP, Alaska",81925.0
693,71071.0,"Funny River CDP, Alaska",73527.0
694,60625.0,"Gakona CDP, Alaska",75036.0
695,70536.0,"Galena city, Alaska",78117.0
696,31667.0,"Gambell city, Alaska",41484.0
697,,"Game Creek CDP, Alaska",
698,91538.0,"Gateway CDP, Alaska",110208.0
699,55417.0,"Glacier View CDP, Alaska",71446.0
700,19073.0,"Glennallen CDP, Alaska",34216.0
701,83599.0,"Goldstream CDP, Alaska",97625.0
702,33750.0,"Golovin city, Alaska",47622.0
703,28125.0,"Goodnews Bay city, Alaska",45098.0
704,25938.0,"Grayling city, Alaska",34962.0
705,,"Gulkana CDP, Alaska",45032.0
706,57019.0,"Gustavus city, Alaska",72445.0
707,69292.0,"Haines CDP, Alaska",83130.0
708,95179.0,"Halibut Cove CDP, Alaska",90232.0
709,40694.0,"Happy Valley CDP, Alaska",55616.0
710,46250.0,"Harding-Birch Lakes CDP, Alaska",48209.0
711,101136.0,"Healy CDP, Alaska",100903.0
712,,"Healy Lake CDP, Alaska",
713,,"Hobart Bay CDP, Alaska",
714,,"Hollis CDP, Alaska",49155.0
715,35750.0,"Holy Cross city, Alaska",47319.0
716,57471.0,"Homer city, Alaska",75193.0
717,59167.0,"Hoonah city, Alaska",70293.0
718,37000.0,"Hooper Bay city, Alaska",44644.0
719,,"Hope CDP, Alaska",
720,52500.0,"Houston city, Alaska",63695.0
721,37813.0,"Hughes city, Alaska",41132.0
722,38125.0,"Huslia city, Alaska",47941.0
723,31500.0,"Hydaburg city, Alaska",42407.0
724,,"Hyder CDP, Alaska",
725,46875.0,"Igiugig CDP, Alaska",61700.0
726,72083.0,"Iliamna CDP, Alaska",90041.0
727,,"Ivanof Bay CDP, Alaska",
728,87436.0,"Juneau city and borough, Alaska",104005.0
729,75000.0,"Kachemak city, Alaska",82982.0
730,48500.0,"Kake city, Alaska",55767.0
731,53750.0,"Kaktovik city, Alaska",71805.0
732,77756.0,"Kalifornsky CDP, Alaska",85077.0
733,25417.0,"Kaltag city, Alaska",45188.0
734,,"Karluk CDP, Alaska",21133.0
735,58750.0,"Kasaan city, Alaska",64406.0
736,40625.0,"Kasigluk CDP, Alaska",42461.0
737,53859.0,"Kasilof CDP, Alaska",60587.0
738,58732.0,"Kenai city, Alaska",85379.0
739,,"Kenny Lake CDP, Alaska",53140.0
740,53937.0,"Ketchikan city, Alaska",68434.0
741,41786.0,"Kiana city, Alaska",60981.0
742,72679.0,"King Cove city, Alaska",76946.0
743,94167.0,"King Salmon CDP, Alaska",106701.0
744,34250.0,"Kipnuk CDP, Alaska",40109.0
745,59063.0,"Kivalina city, Alaska",70887.0
746,40000.0,"Klawock city, Alaska",53494.0
747,42083.0,"Klukwan CDP, Alaska",55900.0
748,85335.0,"Knik-Fairview CDP, Alaska",94063.0
749,65625.0,"Knik River CDP, Alaska",83805.0
750,48750.0,"Kobuk city, Alaska",60334.0
751,67571.0,"Kodiak city, Alaska",80586.0
752,66167.0,"Kodiak Station CDP, Alaska",64984.0
753,35000.0,"Kokhanok CDP, Alaska",35206.0
754,55417.0,"Koliganek CDP, Alaska",60862.0
755,38125.0,"Kongiganak CDP, Alaska",42290.0
756,38438.0,"Kotlik city, Alaska",47569.0
757,85278.0,"Kotzebue city, Alaska",96702.0
758,35000.0,"Koyuk city, Alaska",39128.0
759,23438.0,"Koyukuk city, Alaska",34733.0
760,76250.0,"Kupreanof city, Alaska",77063.0
761,47500.0,"Kwethluk city, Alaska",58768.0
762,41250.0,"Kwigillingok CDP, Alaska",50457.0
763,,"Lake Louise CDP, Alaska",
764,47500.0,"Lake Minchumina CDP, Alaska",51319.0
765,84821.0,"Lakes CDP, Alaska",102433.0
766,34750.0,"Larsen Bay city, Alaska",58490.0
767,74886.0,"Lazy Mountain CDP, Alaska",84935.0
768,33750.0,"Levelock CDP, Alaska",43050.0
769,,"Lime Village CDP, Alaska",
770,,"Livengood CDP, Alaska",
771,,"Loring CDP, Alaska",
772,,"Lowell Point CDP, Alaska",
773,28750.0,"Lower Kalskag city, Alaska",40720.0
774,,"Lutak CDP, Alaska",
775,,"McCarthy CDP, Alaska",
776,58750.0,"McGrath city, Alaska",70760.0
777,56667.0,"Manley Hot Springs CDP, Alaska",72724.0
778,37708.0,"Manokotak city, Alaska",50494.0
779,30833.0,"Marshall city, Alaska",47136.0
780,60625.0,"Meadow Lakes CDP, Alaska",76410.0
781,30417.0,"Mekoryuk city, Alaska",47155.0
782,,"Mendeltna CDP, Alaska",
783,33750.0,"Mentasta Lake CDP, Alaska",32158.0
784,,"Mertarvik CDP, Alaska",
785,53846.0,"Metlakatla CDP, Alaska",70274.0
786,35938.0,"Minto CDP, Alaska",44454.0
787,53879.0,"Moose Creek CDP, Alaska",77165.0
788,,"Moose Pass CDP, Alaska",111374.0
789,33269.0,"Mosquito Lake CDP, Alaska",37833.0
790,37813.0,"Mountain Village city, Alaska",45479.0
791,,"Mud Bay CDP, Alaska",93949.0
792,,"Nabesna CDP, Alaska",
793,79688.0,"Naknek CDP, Alaska",91552.0
794,35938.0,"Nanwalek CDP, Alaska",47533.0
795,30625.0,"Napakiak city, Alaska",36250.0
796,32143.0,"Napaskiak city, Alaska",50667.0
797,13295.0,"Naukati Bay CDP, Alaska",20654.0
798,54063.0,"Nelchina CDP, Alaska",55365.0
799,67500.0,"Nelson Lagoon CDP, Alaska",73585.0
800,45000.0,"Nenana city, Alaska",63948.0
801,25000.0,"New Allakaket CDP, Alaska",38072.0
802,36250.0,"Newhalen city, Alaska",51200.0
803,40417.0,"New Stuyahok city, Alaska",44564.0
804,42917.0,"Newtok CDP, Alaska",49742.0
805,44375.0,"Nightmute city, Alaska",47000.0
806,62959.0,"Nikiski CDP, Alaska",79554.0
807,29583.0,"Nikolaevsk CDP, Alaska",31828.0
808,37083.0,"Nikolai city, Alaska",47154.0
809,35000.0,"Nikolski CDP, Alaska",41250.0
810,50391.0,"Ninilchik CDP, Alaska",64933.0
811,44464.0,"Noatak CDP, Alaska",61688.0
812,78507.0,"Nome city, Alaska",89794.0
813,35500.0,"Nondalton city, Alaska",39888.0
814,42917.0,"Noorvik city, Alaska",55844.0
815,69806.0,"North Pole city, Alaska",83115.0
816,54375.0,"Northway CDP, Alaska",67072.0
817,56250.0,"Northway Junction CDP, Alaska",55361.0
818,20000.0,"Northway Village CDP, Alaska",24732.0
819,84464.0,"Nuiqsut city, Alaska",97495.0
820,38182.0,"Nulato city, Alaska",41420.0
821,48750.0,"Nunam Iqua city, Alaska",63327.0
822,39750.0,"Nunapitchuk city, Alaska",50333.0
823,36667.0,"Old Harbor city, Alaska",64617.0
824,26875.0,"Oscarville CDP, Alaska",50929.0
825,35000.0,"Ouzinkie city, Alaska",60049.0
826,59718.0,"Palmer city, Alaska",73966.0
827,,"Paxson CDP, Alaska",
828,55625.0,"Pedro Bay CDP, Alaska",51557.0
829,53500.0,"Pelican city, Alaska",67265.0
830,32500.0,"Perryville CDP, Alaska",35650.0
831,64076.0,"Petersburg CDP, Alaska",83226.0
832,,"Petersville CDP, Alaska",
833,,"Pilot Point city, Alaska",50425.0
834,32750.0,"Pilot Station city, Alaska",44019.0
835,48750.0,"Pitkas Point CDP, Alaska",60182.0
836,41250.0,"Platinum city, Alaska",36913.0
837,69205.0,"Pleasant Valley CDP, Alaska",56641.0
838,,"Point Baker CDP, Alaska",
839,60208.0,"Point Hope city, Alaska",69094.0
840,59375.0,"Point Lay CDP, Alaska",70869.0
841,80417.0,"Point MacKenzie CDP, Alaska",75451.0
842,,"Point Possession CDP, Alaska",
843,,"Pope-Vannoy Landing CDP, Alaska",
844,,"Portage Creek CDP, Alaska",
845,64500.0,"Port Alexander city, Alaska",79383.0
846,79375.0,"Port Alsworth CDP, Alaska",78366.0
847,,"Port Clarence CDP, Alaska",
848,31667.0,"Port Graham CDP, Alaska",43056.0
849,48750.0,"Port Heiden city, Alaska",139909.0
850,54375.0,"Port Lions city, Alaska",63409.0
851,,"Port Protection CDP, Alaska",17547.0
852,,"Primrose CDP, Alaska",108327.0
853,,"Prudhoe Bay CDP, Alaska",
854,35781.0,"Quinhagak city, Alaska",48504.0
855,,"Rampart CDP, Alaska",
856,48750.0,"Red Devil CDP, Alaska",48943.0
857,,"Red Dog Mine CDP, Alaska",
858,108409.0,"Ridgeway CDP, Alaska",107726.0
859,25375.0,"Ruby city, Alaska",39609.0
860,35000.0,"Russian Mission city, Alaska",49950.0
861,56250.0,"St. George city, Alaska",72296.0
862,43125.0,"St. Mary's city, Alaska",49075.0
863,34750.0,"St. Michael city, Alaska",44219.0
864,60000.0,"St. Paul city, Alaska",71421.0
865,57250.0,"Salamatof CDP, Alaska",72513.0
866,77917.0,"Salcha CDP, Alaska",84290.0
867,65764.0,"Sand Point city, Alaska",78986.0
868,34653.0,"Savoonga city, Alaska",44301.0
869,47000.0,"Saxman city, Alaska",70425.0
870,31875.0,"Scammon Bay city, Alaska",43661.0
871,39063.0,"Selawik city, Alaska",52493.0
872,43889.0,"Seldovia city, Alaska",59002.0
873,61094.0,"Seldovia Village CDP, Alaska",75626.0
874,70000.0,"Seward city, Alaska",78980.0
875,,"Shageluk city, Alaska",36800.0
876,56250.0,"Shaktoolik city, Alaska",64386.0
877,30000.0,"Shishmaref city, Alaska",46834.0
878,40833.0,"Shungnak city, Alaska",52920.0
879,83750.0,"Silver Springs CDP, Alaska",73550.0
880,70160.0,"Sitka city and borough, Alaska",82734.0
881,64412.0,"Skagway CDP, Alaska",78495.0
882,52750.0,"Skwentna CDP, Alaska",46104.0
883,,"Slana CDP, Alaska",
884,33750.0,"Sleetmute CDP, Alaska",45546.0
885,67434.0,"Soldotna city, Alaska",74051.0
886,31250.0,"South Naknek CDP, Alaska",71559.0
887,65781.0,"South Van Horn CDP, Alaska",79510.0
888,38906.0,"Stebbins city, Alaska",44873.0
889,82943.0,"Steele Creek CDP, Alaska",104324.0
890,74227.0,"Sterling CDP, Alaska",85910.0
891,,"Stevens Village CDP, Alaska",17533.0
892,,"Stony River CDP, Alaska",45606.0
893,170263.0,"Sunrise CDP, Alaska",130224.0
894,,"Susitna CDP, Alaska",
895,45781.0,"Susitna North CDP, Alaska",58832.0
896,39063.0,"Sutton-Alpine CDP, Alaska",58521.0
897,20625.0,"Takotna CDP, Alaska",42471.0
898,59457.0,"Talkeetna CDP, Alaska",65436.0
899,19125.0,"Tanacross CDP, Alaska",32595.0
900,81109.0,"Tanaina CDP, Alaska",92731.0
901,45313.0,"Tanana city, Alaska",52650.0
902,,"Tatitlek CDP, Alaska",69480.0
903,61964.0,"Tazlina CDP, Alaska",88006.0
904,26875.0,"Teller city, Alaska",40880.0
905,54375.0,"Tenakee Springs city, Alaska",66291.0
906,21250.0,"Tetlin CDP, Alaska",33279.0
907,62857.0,"Thorne Bay city, Alaska",68044.0
908,43333.0,"Togiak city, Alaska",54620.0
909,59018.0,"Tok CDP, Alaska",67257.0
910,53750.0,"Toksook Bay city, Alaska",64155.0
911,,"Tolsona CDP, Alaska",
912,,"Tonsina CDP, Alaska",
913,22300.0,"Trapper Creek CDP, Alaska",43539.0
914,24625.0,"Tuluksak CDP, Alaska",35072.0
915,35208.0,"Tuntutuliak CDP, Alaska",42267.0
916,33333.0,"Tununak CDP, Alaska",41822.0
917,31250.0,"Twin Hills CDP, Alaska",40734.0
918,65870.0,"Two Rivers CDP, Alaska",63203.0
919,36750.0,"Tyonek CDP, Alaska",49546.0
920,54583.0,"Ugashik CDP, Alaska",85329.0
921,64583.0,"Unalakleet city, Alaska",74845.0
922,92083.0,"Unalaska city, Alaska",104473.0
923,37500.0,"Upper Kalskag city, Alaska",47155.0
924,80357.0,"Valdez city, Alaska",96736.0
925,27813.0,"Venetie CDP, Alaska",34119.0
926,51563.0,"Wainwright city, Alaska",64792.0
927,33125.0,"Wales city, Alaska",36588.0
928,61774.0,"Wasilla city, Alaska",74117.0
929,,"Whale Pass CDP, Alaska",
930,34375.0,"White Mountain city, Alaska",46809.0
931,,"Whitestone CDP, Alaska",
932,,"Whitestone Logging Camp CDP, Alaska",
933,47813.0,"Whittier city, Alaska",67255.0
934,53958.0,"Willow CDP, Alaska",70470.0
935,,"Willow Creek CDP, Alaska",
936,,"Wiseman CDP, Alaska",
937,69866.0,"Womens Bay CDP, Alaska",88068.0
938,52986.0,"Wrangell city and borough, Alaska",65759.0
939,66875.0,"Yakutat CDP, Alaska",69544.0
940,21518.0,"Aguila CDP, Arizona",34907.0
941,37200.0,"Ajo CDP, Arizona",50761.0
942,,"Ak Chin CDP, Arizona",
943,24750.0,"Ak-Chin Village CDP, Arizona",32935.0
944,,"Alamo Lake CDP, Arizona",
945,15313.0,"Ali Chuk CDP, Arizona",18148.0
946,,"Ali Chukson CDP, Arizona",23468.0
947,,"Ali Molina CDP, Arizona",39375.0
948,,"Alpine CDP, Arizona",39954.0
949,,"Amado CDP, Arizona",78319.0
950,,"Anegam CDP, Arizona",28571.0
951,25000.0,"Antares CDP, Arizona",33069.0
952,86770.0,"Anthem CDP, Arizona",109877.0
953,38053.0,"Apache Junction city, Arizona",49050.0
954,24010.0,"Arivaca CDP, Arizona",36735.0
955,34853.0,"Arivaca Junction CDP, Arizona",40005.0
956,41776.0,"Arizona City CDP, Arizona",53714.0
957,37917.0,"Arizona Village CDP, Arizona",52454.0
958,,"Arlington CDP, Arizona",55969.0
959,26594.0,"Ash Fork CDP, Arizona",33551.0
960,26870.0,"Avenue B and C CDP, Arizona",35738.0
961,56120.0,"Avondale city, Arizona",65858.0
962,46146.0,"Avra Valley CDP, Arizona",55058.0
963,,"Aztec CDP, Arizona",
964,78750.0,"Bagdad CDP, Arizona",88312.0
965,,"Bear Flat CDP, Arizona",
966,45792.0,"Beaver Dam CDP, Arizona",56127.0
967,,"Beaver Valley CDP, Arizona",97988.0
968,30010.0,"Benson city, Arizona",39754.0
969,28625.0,"Beyerville CDP, Arizona",30451.0
970,31134.0,"Bisbee city, Arizona",42670.0
971,19167.0,"Bitter Springs CDP, Arizona",36812.0
972,34355.0,"Black Canyon City CDP, Arizona",46671.0
973,22056.0,"Blackwater CDP, Arizona",28393.0
974,35954.0,"Bluewater CDP, Arizona",55145.0
975,38229.0,"Bouse CDP, Arizona",48447.0
976,33977.0,"Bowie CDP, Arizona",41188.0
977,34500.0,"Brenda CDP, Arizona",44874.0
978,56818.0,"Bryce CDP, Arizona",62180.0
979,58711.0,"Buckeye city, Arizona",70121.0
980,,"Buckshot CDP, Arizona",
981,37206.0,"Bullhead City city, Arizona",51611.0
982,24000.0,"Burnside CDP, Arizona",39129.0
983,22014.0,"Bylas CDP, Arizona",29107.0
984,58750.0,"Cactus Flats CDP, Arizona",62138.0
985,29792.0,"Cactus Forest CDP, Arizona",39659.0
986,33125.0,"Cameron CDP, Arizona",38359.0
987,,"Campo Bonito CDP, Arizona",
988,33817.0,"Camp Verde town, Arizona",47921.0
989,45833.0,"Cane Beds CDP, Arizona",44703.0
990,21176.0,"Canyon Day CDP, Arizona",28871.0
991,91979.0,"Carefree town, Arizona",106602.0
992,,"Carrizo CDP, Arizona",20009.0
993,13041.0,"Casa Blanca CDP, Arizona",25559.0
994,46017.0,"Casa Grande city, Arizona",59700.0
995,56890.0,"Casas Adobes CDP, Arizona",71609.0
996,48519.0,"Catalina CDP, Arizona",60852.0
997,80509.0,"Catalina Foothills CDP, Arizona",120970.0
998,82095.0,"Cave Creek town, Arizona",108949.0
999,25893.0,"Cedar Creek CDP, Arizona",34395.0
1000,45990.0,"Centennial Park CDP, Arizona",62559.0
1001,,"Central CDP, Arizona",88022.0
1002,37173.0,"Central Heights-Midland City CDP, Arizona",55833.0
1003,74329.0,"Chandler city, Arizona",92550.0
1004,,"Charco CDP, Arizona",10835.0
1005,,"Chiawuli Tak CDP, Arizona",
1006,16087.0,"Chilchinbito CDP, Arizona",26625.0
1007,36029.0,"Chinle CDP, Arizona",45068.0
1008,48002.0,"Chino Valley town, Arizona",62203.0
1009,21681.0,"Chloride CDP, Arizona",27376.0
1010,35395.0,"Christopher Creek CDP, Arizona",34043.0
1011,29524.0,"Chuichu CDP, Arizona",34180.0
1012,18056.0,"Cibecue CDP, Arizona",24653.0
1013,37500.0,"Cibola CDP, Arizona",64442.0
1014,34239.0,"Cienega Springs CDP, Arizona",54611.0
1015,99063.0,"Citrus Park CDP, Arizona",112502.0
1016,76000.0,"Clacks Canyon CDP, Arizona",95694.0
1017,46223.0,"Clarkdale town, Arizona",58367.0
1018,34871.0,"Claypool CDP, Arizona",44720.0
1019,24375.0,"Clay Springs CDP, Arizona",29949.0
1020,60139.0,"Clifton town, Arizona",65364.0
1021,43083.0,"Colorado City town, Arizona",55146.0
